47,上帝让你灭亡，必先让你疯狂！杰瑞就快现形了，,上帝让你灭亡，必先让你疯狂！杰瑞就快现形了，大家再坚持两天！别倒在黎明之前！阿弥陀佛！有缘人得！,0
48,融资客，不用每天赚这点蝇头小利。买几千万还几,如果不是你们每天这样操作，股价早上10块了,0
49,买的卖的都累了，到床上睡个觉去。你们慢慢玩。,看能玩出什么花样来。,0
50,都跑吧，要跌，让死庄一个人玩,都跑吧，要跌，让死庄一个人玩,0
51,该股一个特点，窜一窜，就要调整很长时间，浪费,，。、，。、,0
52,小买单不少啊，都愿意配股给公司送钱啊？,呵呵,0
53,真操蛋，站岗放哨，忽上忽下的厉害,真操蛋，站岗放哨，忽上忽下的厉害,0
54,真是个多余的操盘手，想当初－,真是个多余的操盘手，想当初－,0
55,早盘28.09出，下午27.50又买进，呵呵做t利润也,天天都可以这样,0
56,"离开601965,是唯一正确选择","601965比蜗牛爬得还慢.据测试,蜗牛一小时爬行10.5厘米,而该股半年,反而倒退105厘米.凡介入此股的,丧失了最宝贵的赚钱机会.",0
57,坐稳了 ，别让震出来了,庄家要出货这个平台这么多机会，况且有没有拉升过，不会这回出货，让他折腾吧,0
58,这个 特斯拉的伪娘,这个 特斯拉的伪娘,0
59,今天栽了,哎,0
60,sb股！,sb股！,0
61,还有点中国建筑慢慢卖!你们快点用力给我吆喝!我,一天减仓一些.用力给我吆喝!我卖高了有赏.不然抽你嘛的,0
62,要想股票涨就骂董事长,黄董，明年就是你的忌日,0
63,折磨是暂时性的，主力不傻，消耗精力！,***,0
64,明天破14元。。到13。5,明天破14元。。到13。5,0
65,美,SB股 闭着眼买都比他强 图做的好看 就是荡妇潘金莲谁要是买了它 武大郎就是下场 ！！！！,0
66,快跑,快跑，这走势就是出货的样呀。拉高就走，暂时别进,0
67,秋来秋收：你个王八蛋看看大爷们挣钱吧,飞飞飞,0
68,托儿拚命唱多！主力又出不少货了。,这股....,0
69,跌停,这庄手法都是一天行情，快快跌停吧  ，昨天已经清场差不多了！哈哈,0
70,有多少先出多少，下周再接回来！！！,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈,0
71,涨停板出货。。。,见好就收，贪婪必吃大亏。,0
72,随时准备抛。,。,0
73,尼玛，不会涨吧我刚买了万科,尼玛，不会涨吧我刚买了万科,0
74,磨磨唧唧的不涨也不大跌，老子走人了,磨磨唧唧的不涨也不大跌，老子走人了,0
75,要做sa,昨天买入就套 今天还继续跌 要做四阿,0
76,小牛碎步！,呵呵,0
77,204就凭概念，就值60元！,舒肽生二代出来后，另三家公司的药就没人要了！,0
78,此股大势巳去：,此股大势巳去：,0
79,今天13.13跑了，心脏1扛不住,今天13.13跑了，心脏1扛不住,0
80,.还有老多的猪吗，哈哈,.还有老多的猪吗，哈哈,0
81,烂股一个害得爷爷赔了好几十万,烂股一个害得爷爷赔了好几十万,0
82,从环保股里给踢出来了,同花顺显示,0
83,大调整来临，闪。,大调整来临，闪。,0
84,减仓三分之一 再看看什么情况 反正六元的成本,减仓三分之一 再看看什么情况 反正六元的成本,0
85,没人接盘,没人接盘,0
86,下车了可以再上车，屁话就别忽悠别人了。,下车了可以再上车，屁话就别忽悠别人了。,0
87,这么多唱多的。。,这么多唱多的。。,0
88,祭 &quot;兴发集团&quot;,国璋已把兴发搞死了；不像磷化工，不像草甘膦，不像资源股！第一次增发用管理层增持骗股民；第二次增发买入日落西山的草甘膦资产，亏得买卖；如果不能祭李国璋，那就祭兴发集团；,0
89,今天主力操盘手在拉高诱多,对吗,0
90,券商只有和保险联姻才能做大做强，迅速占领全国,阿里只是浮云，菜鸟物流计划都是浮云，还要依靠其它物流，,0
91,我不知道这B股怎么混的      什么玩意     新疆,死去吧,0
92,昨日出货多好啊，因为大盘配合着呢！,昨日出货多好啊，因为大盘配合着呢！,0
93,庄：自玩,自个玩自个&#183;你好爽,0
94,在此看该股领导的管理能力无能,领导的管理能力无能，用黑嘴套股民无耻下流,0
95,我就是卖了民丰买柳工的桑象虫，我在火车上还在,我就是卖了民丰买柳工的桑象虫，我在火车上还在关注民丰。民丰今天下挫量有点大，可能还要震几天吧,0
96,年底，要重组的股票怎么走成这样？,耐心的等吧？,0
97,走,走,0
98,种畜的庄家就是畜牲，甚至连畜牲都不如，别人涨,种畜的庄家就是畜牲，甚至连畜牲都不如，别人涨停的时候他妈的就涨那么点，人家跌的时候就好积极，涨的没跌的这么多，这样的庄死LG算了。,0
99,每次拉高出货都好明显，你当人家是SB吗,如题,0
100,风险提示,大盘风紧，大盘风紧  大盘风紧  大盘风紧,0
101,前日涨停只是昙花一现,前日涨停只是昙花一现,0
102,美国暴跌200点，肯定要打跌了，逃命,安全第一，先撤,0
103,垃圾一个！！！,垃圾一个！！！,0
104,中信证券的两个主要领导姓好,合起来称程亡！操！,0
105,地产都在涨，但它已经涨过了,地产都在涨，但它已经涨过了,0
106,准备启动反腐程序，暗许恶意作空自家股票，让你,庄家也跟着一起抓，为你们的无耻付出代价,0
107,中信重工注意，不要被表面所迷惑了,中信重工注意，不要被表面所迷惑了,0
108,nm唱多的来了，要大跌了,nm唱多的来了，要大跌了,0
109,臆测个股,大盘短期见顶，涨幅大的个股 注意风险，弱势股注意风险。,0
110,狗日的庄家，拉不起来，看不起你，垃圾,狗日的庄家，拉不起来，看不起你，垃圾,0
111,目前已经极度缩量/谁有抛压的勇气尽管对爷袭来,目前已经极度缩量/谁有抛压的勇气尽管对爷袭来！,0
112,终于解脱了！,9.41元全部清仓小赚。终于解脱了太压抑了。,0
113,002564，溜之大吉,快跑！,0
114,荣盛里机构太多谁都不愿意替别人抬轿，最后每家,至少半年不会有戏,0
115,云印刷、智能机器人、3D打印这么多概念，业绩良,横盘很久了，价位也不高，看看别的垃圾股都上天了，绿新就这怂样？,0
116,狗庄去找电线杆了？咋不砸了？,狗庄去找电线杆了？咋不砸了？,0
117,今天没走或者追进的人，周一会很惨的,今天没走或者追进的人，周一会很惨的,0
118,昨天9.15卖了  今天就大涨  气死了  哎  不敢追,昨天9.15卖了  今天就大涨  气死了  哎,0
119,暴跌在即还不快跑，跳水运动开始,暴跌,0
120,继续砸盘啊，我无所谓的,哥有的是耐心,0
121,两只小乌鸦,还有一只没来呢。,0
122,卖掉又无股可选，唉,无语,0
123,引诱别人看 点进去什么都没有的 操你妈逼,不是素质差 是她们真没意思  误导很多人,0
124,军工股前期炒作较高，进入调整。,卖出！！,0
125,靠你妈，隆化节能。,靠你妈，隆化节能。,0
126,跟跌不跟涨,贝因美近期走势跟跌不跟涨,0
127,昌久停牌，威华也应快了！,昌久停牌，威华也应快了！,0
128,下午跌停,下午跌停以外大宗交易真的那么傻吗？,0
129,电广传媒业绩没你好也17元多，砸尼玛,狗东西,0
130,买一百，卖一万，出货,,0
131,快看，跌跌跌。,快看，跌跌跌。,0
132,就像我預言的 往下探  你們可以繼續自作聰明,就像我預言的 往下探  你們可以繼續自作聰明,0
133,国际原油价格大跌，严重影响油气开发热情,等死吧,0
134,风险提示。。。,下周405解禁股不少，下周还是股指期货交割日。另外通知大家，ABC它娘在非洲感染了埃博啦病毒。有和她亲密过的，请到医院检查是否感染。,0
135,你个破玩意，涨一天就要跌几十天，玩阴的，套死,你个破玩意，涨一天就要跌几十天，玩阴的，套死人。,0
136,不要买,不要买,0
137,出货,妈肯定有大资金在出货,0
138,发个贴，被坑的可以来这骂人,坑爹货,0
139,811该涨了,811该涨了,0
140,7.50是今年的顶?,7.50是今年的顶?,0
141,nimala,浪费大好时光，走掉不玩了,0
142,老子想骂人,老子想骂人,0
143,我决定空仓3个月，我的决定每一次都是正确的,，。、，。、,0
144,监管都是贪腐分子眷养的走狗！,他们一齐快完蛋了！这是最后的挣扎了！,0
145,这是一只圈钱股！用个好名字，为外逃圈钱的工具,不会给投资者任何回报的！我们上当了！,0
146,下午暴跌,下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！下午暴跌！！！！！！！,0
147,看来我说的还不准，汉王今日应该是收大阴了。,看来我说的还不准，汉王今日应该是收大阴了。,0
148,紧急通知！下午暴跌！请大家快离开汉王！,紧急通知！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！下午暴跌！,0
149,洪水滔天如期而至，我简直太恐怖、太惊慌了,洪水滔天如期而至，我简直太恐怖、太惊慌了,0
150,主力吸盘！,主力吸盘！,0
151,垃圾啊，有本事你掉到13。耗死你！奉陪到底,垃圾啊，有本事你掉到13。耗死你！奉陪到底,0
152,要逃命的快逃吧～坐等搭车,要逃命的快逃吧～坐等搭车,0
153,陷入僵局，无力回天,陷入僵局，无力回天,0
154,拉高出货,如题,0
155,动力源，我的看法,昨天暴涨是被游资爆炒的结果，今天回调同时游资出货。那么到底是回调还是一天行情呢？我认为，主要看它今天破不破12.60，如果不破12.60，那么各位看官就不用太担心，走势还是向上的；如果破了，且在收市时低于12.60，那么就危险了。个位浅的意见，不喜勿喷。我都玩这票好多个月了，赚了4w后跑了，昨天的暴涨没我份，但是我会长期关注，因为我是长期看好的。,0
156,跌破18了怎么涨的怎么跌回去,跌破18了怎么涨的怎么跌回去,0
157,动力源下星期一限售股上市，继续大跌,动力源下星期一限售股上市，继续大跌,0
158,生猛对决，卖了的总归要买回来，看来大势所趋了,上涨看支撑，下跌看压力，走你了,0
159,10.8割了，亏损0.2元,2千又没了,0
160,能不能有点激情，每天都跌，有啥意思！,能不能有点激情，每天都跌，有啥意思！,0
161,快跑吧,,0
162,双级别背离共振 缩量必有大阳线,懂的自然懂不懂得下周接盘,0
163,砸盘专用户,砸盘专用户,0
164,骂了隔壁，这是要打回原形的节奏啊,RT,0
165,泥马继续杀！,泥马继续杀！,0
166,不管你信不信，中冶将下调20%,不管你信不信，中冶将下调20%,0
167,危险啊，该涨不涨。,危险啊，该涨不涨。,0
168,尼玛真是垃圾中的垃圾,尼玛真是垃圾中的垃圾，呆逼狗庄，尼玛大盘涨涨成这个样了，这个垃圾还在盘，,0
169,今天请大家全部清空JKY！,主力已经在出货，目前是诱多，如果今天不跑，后悔晚矣！,0
170,阉人操盘，没有阳刚之气,？,0
171,砸盘的畜生，你他妈还买得回来吗？,砸盘的畜生，你他妈还买得回来吗？,0
172,今天起不来了，卖盘太大,1,0
173,给小爷我跌破8元去,哈哈哈哈哈哈,0
174,长江要饭跌得爽歪歪,哈哈,0
175,融资的总的急了出逃！,融资的总的急了出逃！,0
176,云猪垃圾，云猪垃圾，云猪垃圾,云猪垃圾，云猪垃圾，云猪垃圾,0
177,下面又挂大单引诱散户上钩，笑死哥了,哈哈哈哈哈哈哈,0
178,你可以不涨，但没必要故意挂那么大的单，以为股,庄真不要脸。,0
179,航天都在涨，中航都是绿，不平常，下午必返红,航天都在涨，中航都是绿，不平常，下午必返红,0
180,广东太多道友沉醉在水井了，不能自拔，真可怜。,广东太多道友沉醉在水井了，不能自拔，真可怜。,0
181,第一妖股。。。,第一妖股。。。。。。鉴定完毕。,0
182,我来也  你阳萎  是不是射多了,我来也  你阳萎  是不是射多了,0
183,还是不宜唱多,没有哪个牛股是散户唱多唱出来的，请大家思量。,0
184,今天融券者必输！,短期看跌者赢。,0
185,多头继续出来骂我啊？,多头继续出来骂我啊？,0
186,能不能多砸点，砸也他妈比不过别人,能不能多砸点，砸也他妈比不过别人,0
187,再不跑真的没机会了，看看卖单，跌到16元再买,再不跑真的没机会了，看看卖单，跌到16元再买,0
188,要跌,这股没法持有了 换股,0
189,主力求你了给我一次长线机会跌到5元，我买那么,1314,0
190,不是大盘涨幅太多，随时有大幅回调，我现在都想,哈哈哈,0
191,今天5.72全出掉了。还以为有利好会涨，TMD。,忒垃圾了。,0
192,5.88跑了，就像狐狸闻到了夹子的味道,没挣到啥，别嫉妒哥！,0
193,很多股9月翻1倍，老白干九月不仅白干，而且还倒,！,0
194,弱的一B  这个烂庄,浪费大把时间,0
195,本周连续三中户小量在上方压单，四不过三，期待,出行即在,0
196,今天会跌去5个点？,。,0
197,会跌到6.5，卖,会跌到6.5快卖,0
198,午后要跌停,午后要跌停,0
199,庄家在出货，跑，跑，跑,庄家在出货，跑，跑，跑,0
200,当心机构在诱多,无量上不去,0
201,什么鸟股，露出M头，快跑！,什么鸟股，露出M头，快跑！,0
202,此股最近人气太差，主力也没精神,此股最近人气太差，主力是该活跃下气氛了,0
203,下午滑铁卢式下跌,下午滑铁卢式下跌可爱的散户 活雷锋啊 下午很惨美股暴跌 情况不妙 走了庄在拉着出货 昨天追高买进 今天亏损卖出 靠。。。也好 现金为王 相信有更低 下午很惨 明显重大利空 呵呵 你看吧 散户真是 真的很可爱 不知死活,0
204,"主力出货已近尾声,已无力向上拉升,只能采取阴跌",11,0
205,城投控股房子是墓室，公司是地府,垃圾透顶,0
206,远离扒皮，找回幸福,与狼共舞，早晚会被吃掉。,0
207,都不要买套住庄家！,持有的抛掉！,0
208,已清仓,,0
209,大单一直在出，看来没戏，换股,在不走就来不及了,0
210,谨防深圳东方投资公司荐股坑人、小心浙江东阳人,谨防深圳东方投资公司荐股坑人、小心浙江东阳人荐股,0
211,垃圾地方生产垃圾人管理出来的垃圾酒=中国酒魂,想尿尿,0
212,我骂完你你就砸，你砸穿17.30我就撤，看你孙子,如题。不理你。二货庄家。看谁还跟你。你自己买卖吧,0
213,不坚定的都跑吧～折是汇通狗,不坚定的都跑吧～折是汇通狗,0
214,选择了下行,目前看选择了向下,0
215,那个散户搞了主力的老婆，让主力天天带绿帽，谁,那个散户搞了主力的老婆，让主力天天带绿帽，谁搞了是好汉站出来,0
216,太能憋了吧，吃点蔬菜吧,腾飞在何时,0
217,昨天的翻版,昨天的翻版,0
218,狗庄，我有的是时间，等你回来，不信你不调下来,共同验证,0
219,鸟庄鸟股,RR,0
220,万力达遇到了烂庄,里边的基金真是超烂，难怪业绩那么差。题材股都疯炒成什么样了，这二货却走的这么龌蹉300220  02189看这些多大气。,0
221,4.19 是 今年的顶部，大家散了吧,4.19 是 今年的顶部，大家散了吧,0
222,诱你个杂钟，还有敢玩吗？,诱你个杂钟，还有敢玩吗？,0
223,乖崽还在帮人解套，是不是有神经病,乖崽还在帮人解套，是不是有神经病,0
224,有票全抛，套牢也抛，没有机会了，让狗日偿焦被,有票全抛，套牢也抛，没有机会了，让狗日偿焦被玩兹味。,0
225,龙建股份的庄家真不是一般的杂种，是很杂种，,麻痹,0
226,就收在两毛左右吧，满足了哈哈,就收在两毛左右吧，满足了哈哈,0
227,五亿的盘子.4元的价格.市场里还有吗.赶紧买进,卖壳也不是这价,0
228,烂股票,烂股票,0
229,ST三鑫,买的就是垃圾票，说什么呢，都说ST是风险票，我在5元进了ST三鑫，感觉比这没有风险的票爽多了呵呵，撑死胆大的，不怕死的就换进来,0
230,开始加大振幅了，有点悬！,开始加大振幅了，有点悬！,0
231,大跌1分。庄孙够意思哦,大跌1分。庄孙够意思哦,0
232,龟孙庄你今天吃的伟哥是假的，哈,龟孙庄你今天吃的伟哥是假的，哈,0
233,快跌下来龟孙庄,快跌下来龟孙庄,0
234,今天你不跌你就不是6国孙子了,今天你不跌你就不是6国孙子了,0
235,每天一个多亿的成交量  几分几分涨  丢不丢人哦,每天一个多亿的成交量  几分几分涨  丢不丢人哦,0
236,哇，主力好牛逼哦，主力在等故事吗，希望你能打,哇，主力好牛逼哦，主力在等故事吗，希望你能打到四块五，不用急，你慢慢洗啊，反正你要st了，打到三元全仓！,0
237,跌了是不是,跌了是不是,0
238,不会长了，散了吧，88,走了,0
239,极弱难返，还没跟随大盘上涨过，就开始跟随大盘,极弱难返,0
240,今天不知又有多少人上车吃套，,今天不知又有多少人上车吃套，,0
241,逢八必出,逢八必出,0
242,破8就扒光他.还是她？,,0
243,出货阶段，抓紧出局,下面大单托盘，股价不上，这是一种典型的出货盘口，提醒各位朋友，坚决出局，大盘一旦下午拉不起来，继续杀跌开始调整，此股必会再次回到10.00元附近，那个时候再分批入场。,0
244,哥已卖你可以啦了,不就是想要我的5000股吗,0
245,主力你真昏头，大盘要调整了，你眼睛瞎了？,早上吃大便了？还是不想活了要寻死啊，大盘要调整了，你眼睛瞎了？,0
246,两个股东比散户紧张,一但股价跌破14.两个都赔的稀里哗啦，你两就墨迹吧,0
247,"爷爷走了,大家玩.","爷爷走了,大家玩.",0
248,我的40万股终于分批出完了 弱庄垃圾股 你们自己,再见。,0
249,昨天进的游资又出得差不多了！,卖出。,0
250,凤凰这垃圾股怎么那么多人关注，真是搞不懂,大家都看涨的情况下，肯定跌。能出的就快点吧！,0
251,缩量震荡洗盘，量这么小啊！地量吧！,缩量震荡洗盘，量这么小啊！地量吧！,0
252,庄托今天上班了昂,大家注意啦,0
253,更大跌幅 将在下午 拉开序幕！,RT,0
254,先出了，看看再说,先出了，看看再说,0
255,垃圾股你快涨啊,垃圾股你快涨啊,0
256,惨！刚买就跌。,烦死了，割肉了。,0
257,拿着冠农一直没涨，真是悲催！！！！,拿着冠农一直没涨，真是悲催！！！！,0
258,黑马吗？升时像龟，趺起来比免还快,黑马吗？升时像龟，趺起来比免还快,0
259,无量压盘表明机构信心不足，幸好买入环保股是对,保佑大家赚大钱,0
260,还在持股浪莎的朋友，理性看我分析,关于为什么买浪莎，我想不少人是奔着某几个大名人去，但目前这只股票已经涨到现在这个位置，不少人特别是前期5月份左右买的人已经大幅获利了，走与不走完全自由。最近该股开始做平台，今天已经破了20天均线，走势由连续的慢升改为横盘，这实际已经告诉各位，已经有中线资金开始撤离，毕竟该股涨幅很大啦快100%了。对于近期进来的朋友，我想还是撤离为好。毕竟对于这么涨幅这么大的股票，毫无成本优势。,0
261,这只股死了,这只股死了,0
262,粮仓烧了,玉米太贵了，烧了好,0
263,下跌的原因,这一波杀跌 缘起比上一次更低的价格增发 底部筹码慢慢获利了结了 新进来的必须要得到更低的廉价筹码 所以必须杀跌 慢慢等吧,0
264,当代东方（10.10）,近期表现十分不佳，成交量萎缩，压力较大，建议可以先出货，躲避下大盘风险，该股股性呈现较差，近期不会有太大变化，向下趋势日益明显，建议股价跌至17.4附近再关注（个人建议）,0
265,主力出货区,小心为妙,0
266,现在必须再跌一次吓跑所有的散户,杀老留新是不变的主题,0
267,看来离换装不远了,我的个去,0
268,什么都是假的，跌才是实实在在的，该套的套住了,15块,0
269,僵尸股,僵尸股,0
270,昨天高买，今天我低卖可以了吧,坑爹,0
271,我擦！怎么还6块呢？哈哈哈哈哈哈,这股没庄啊！,0
272,砸呀，为什么撤单啦?,畜生！！！,0
273,继续等待低点。,继续等待低点。,0
274,先做别的赚了钱再回来差不多,先做别的赚了钱再回来差不多,0
275,早就说过了，9元以上是不容易站住的,9元是很难站上的，是很重要的压力位。8.5元以下再见,0
276,天业不是房地产了吗?,"房地产涨疯了,天业还在跌!!!!",0
277,主力不护盘，,咱跑了。明年再来！,0
278,桂冠要大跌了！,小心为妙,0
279,主力你敢跌下5元吗,主力你敢跌下5元我就敢满仓与这个股票共存亡！敢吗，我都观察这个股票2个月了,0
280,攻不上去就要后退,要跌啦    0,0
281,这庄太狠了,还想吃多少?????????????????????????,0
282,下跌可能开始了，全部清仓观望啦,下跌可能开始了，全部清仓观望啦,0
283,真是超级垃圾，和000731相比连提鞋都不配，,真是超级垃圾，和000731相比连提鞋都不配，,0
284,融资融券股千万不要买！没看过一个好样的。,真的。再也不碰了。买股票首先他是不是融券股。切忌,0
285,赶紧卖吧，小伞们,RR,0
286,TMD太恐怖没人管了，跟着抛光了。,TMD太恐怖没人管了，跟着抛光了。,0
287,卖掉这只烂票,卖掉这只烂票,0
288,今天下了车了,祝留守收的弟兄们发财,0
289,祸国蝇砸盘出货手法很别致呀,喜欢看祸国蝇砸盘表演16.19能买回,0
290,准备出货了啦啦啦。。。,3.30 准备出货了    0,0
291,真是垃圾，,买一次套一次，决定远离，这破股太垃圾,0
292,卖了, ,0
293,老法师，该空仓休息了，大盘调整好再买。,老法师，该空仓休息了，大盘调整好再买。,0
294,快跑吧!机构还没出净!不然早跌停了!,快跑吧!机构还没出净!不然早跌停了!,0
295,刚解套快走,手榴弹擦屁股危险,0
296,此庄确实过分，我都忍不住要哭了,正准备卖出时，我想起了一句名言：忍无可忍的时候，请再忍一忍,0
297,汇通能源吧  [600605]  早上会不会暴跌,汇通能源吧  [600605]  早上会不会暴跌,0
298,绝密,砸啊  继续砸 老子最喜欢你这种狗庄砸盘了 没出息！,0
299,急跌买入，哈哈！,死庄，真会装,0
300,要是再跌些，俺打算买一点。,要是再跌些，俺打算买一点。,0
301,广安爱众吧  [600979]  下午会不会暴跌,广安爱众吧  [600979]  下午会不会暴跌,0
302,庄家虽萎，却是义庄，给你机会逃命你还不把握,此股没特点，人气太差了,0
303,再涨一分俺就扔了！,根本涨不动！,0
304,鸡庄，继续砸，哥我在7块等你,努力,0
305,_______下午大盘暴跌43个点，现在了结最明智,_______下午大盘暴跌43个点，现在了结最明智 ,0
306,垃圾股,垃圾股 ,0
307,在电气设备板块，广点确实不怎么争气。,在电气设备板块，广点确实不怎么争气。,0
308,关键的问题是这波不炒它、,关键的问题是这波不炒它、,0
309,抛单汹涌啊,压得透不过气来！,0
310,11.29清仓2万股，上攻乏力，垃圾主力，下午大跌,大盘不错，可惜主力不会好好利用，11.30大抛单出来，大跌征兆，下午大跌。垃圾主力，换卫星118,0
311,出货真的很爽,出货真的很爽,0
312,烂庄子 没实力咯,烂庄子 没实力咯,0
313,此股休矣!,此股休矣!,0
314,"小散朋友,把手中的股票出尽吧,记住,股市涨多了",不信后悔去吧,0
315,13元买的17.15抛了祝散户好运,13元买的17.15抛了祝散户好运,0
316,走势真可怜,没妈的交运，只有跌了,0
317,中午出公告，临停就爽了，关门大家进不来了,我亏了 ,0
318,快卖吧，千万别上当了都是小户再买，大户在卖,快卖吧，千万别上当了都是小户再买，大户在卖,0
319,大跌了，出货了，电话骗人,快跑吧 ,0
320,今日操作策略！,此股今天应该是没有什么希望的，出来的朋友暂时还是不要进，大盘高位，如果调整就不好玩了。真想再进去，到下午再考虑。,0
321,大家不用急14.10以下慢慢建仓！！！,大家不用急14.10以下慢慢建仓！！！,0
322,算了，我先清仓了,等了一个多月，迟迟不见大股东有任何动作，连减持公告都没有。熬不住了，今天全清，换成康芝药业。,0
323,丰华股份走势上庄家在玩手法了，买进价格和卖出,诱骗散民,0
324,撤退是明智的,下跌已不可阻挡！,0
325,不断放入买单，然后撤单，大家擦亮眼睛,心知肚明，想散户跟，白痴,0
326,跌了吧！哈哈,跌了吧！哈哈,0
327,估计今天会议对股票有利空，有消息的提前跑了…,估计今天会议对股票有利空，有消息的提前跑了…求解套走人,0
328,狗屎庄托，你买吧。,狗屎庄托，你买吧。,0
329,散户越买越被套,散户越买越被套,0
330,蓝科高新近期有一个跌停板出现,拭目以待！！！ ,0
331,5天线下穿10天线了，走弱,正式确定走弱,0
332,要掉下来吗？,钓鱼竿,0
333,今天的趋势很平稳！？,里面暗藏杀机，拭目以待！,0
334,出货为主,~,0
335,死定了，3只烏鴉,死定了，3只烏鴉,0
336,没涨过股连跌三天，如果下星期一不涨止损出局，,没涨过股连跌三天，如果下星期一不涨止损出局，肯定是弱势股。A股不看基本面的，上涨兼钱才是硬道理。阳光再好基本面，不涨也有垃圾股。,0
337,典型的弱势股，今天收盘10.60下方，5日线将再次,这是一只最典型不过的弱势股，走势杂乱无章，完全没有章法，这是不控盘的表现。清仓是明智的选择。,0
338,9元以下是陷阱哈，建议积极介入哦！M头变W底分,9元以下是陷阱哈，建议积极介入哦！M头变W底分分钟的事哈！,0
339,长春燃气太孙子了，没大通牛叉,长春燃气太孙子了，没大通牛叉,0
340,本股大熊上身,如题,0
